,hl,hr,thetal_radian,thetar_radian,thetal_degree,thetar_degree,center_a,center_b,time
61,-0.0000740671,-0.0000271169,1.1132610000,1.4050192000,63.78515679651354,80.50167029484732,0.0002337245745193929,-0.00030179749313835797,0.0061000000
62,-0.0000746357,-0.0000263602,1.1105339000,1.4102086000,63.628905476203414,80.7990010130525,0.00023605501695411323,-0.0003024929306118592,0.0062000000
63,-0.0000751938,-0.0000256113,1.1091704000,1.4168676000,63.55078268083732,81.18053360883012,0.00023882162745298045,-0.0003056784661377499,0.0063000000
64,-0.0000757466,-0.0000248725,1.1071251000,1.4227832000,63.43359562299921,81.51947252211771,0.00024142429350964913,-0.0003076925788196317,0.0064000000
65,-0.0000762915,-0.0000241428,1.1057615000,1.4291834000,63.35546709805518,81.88617697015735,0.00024418152977529037,-0.00031081687961774225,0.0065000000
66,-0.0000768312,-0.0000234229,1.1030345000,1.4341069000,63.199221507322996,82.16827274059,0.00024652741789164796,-0.0003114477587973462,0.0066000000
67,-0.0000773603,-0.0000227105,1.1016709000,1.4402511000,63.12109298237897,82.52030946907428,0.00024925992827093694,-0.0003144772709885161,0.0067000000
68,-0.0000778842,-0.0000220074,1.1003074000,1.4461449000,63.04297018701287,82.85799933436849,0.0002519296961041875,-0.0003173653264684095,0.0068000000
69,-0.0000784029,-0.0000213134,1.0975803000,1.4508113000,62.88671886670275,83.12536435988834,0.0002542493642290937,-0.0003178763564009573,0.0069000000
70,-0.0000789111,-0.0000206266,1.0962168000,1.4566972000,62.808596071336666,83.46260158852438,0.00025699461554809397,-0.00032086862995575095,0.0070000000
71,-0.0000794140,-0.0000199487,1.0948532000,1.4625789000,62.730467546392624,83.79959817488648,0.0002597858930323381,-0.00032393202651496663,0.0071000000
72,-0.0000799117,-0.0000192799,1.0934897000,1.4682121000,62.65234475102653,84.12235676003957,0.00026250698080156656,-0.0003268416001314349,0.0072000000
73,-0.0000804042,-0.0000186197,1.0914444000,1.4731093000,62.53515769318843,84.40294565147104,0.0002649856824670903,-0.0003284159813494354,0.0073000000
74,-0.0000808889,-0.0000179670,1.0900808000,1.4784918000,62.45702916824439,84.7113401847002,0.00026766596567766066,-0.0003312083627435697,0.0074000000
75,-0.0000813683,-0.0000173226,1.0887173000,1.4838715000,62.378906372878305,85.01957428974674,0.0002703877164769267,-0.00033406315993454055,0.0075000000
76,-0.0000818426,-0.0000166865,1.0866720000,1.4885168000,62.261719315040196,85.28573037431886,0.00027284022645830046,-0.0003355279878806416,0.0076000000
77,-0.0000823090,-0.0000160575,1.0853085000,1.4936475000,62.183596519674104,85.57969783026662,0.0002755119535786628,-0.0003382499865195443,0.0077000000
78,-0.0000827702,-0.0000154363,1.0839449000,1.4987760000,62.10546799473007,85.87353923549948,0.0002782231923092208,-0.00034102975727785107,0.0078000000
79,-0.0000832262,-0.0000148231,1.0825814000,1.5039025000,62.02734519936398,86.16726604917328,0.0002809746606423507,-0.00034386855200047104,0.0079000000
